epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,91.3231,2.80329,4.33119,3.35817,2.08817,0.3292,0.16484,0.12695,0.0398,0.0138,0.02198,0.00058,6e-05,2.61833,11.2497,2.95816,1.95847,0.0672308,0.000331002,0.000331002
2,174.618,2.44317,3.80998,2.59506,1.79762,0.22583,0.25275,0.20468,0.0652,0.21217,0.18681,0.1281,0.02832,2.52357,6.55928,2.95756,1.88553,0.0342305,0.000664092,0.000664092
